"mae.rf","mae.lasso","mae.ridge","mae.elast","corr.rf","corr.lasso","corr.ridge","corr.elast"
8.02506057165516,6.79902621823689,6.49147094839422,6.75243701835516,0.123405885222207,0.531257983019294,0.615842059861105,0.537627507183419
8.02876973040799,6.49218160646597,6.37622983760459,6.52232836165011,0.302484739496195,0.574890267674985,0.640377055878412,0.577929054475481
8.04039292837265,8.50086610964364,8.50086610964364,8.50086610964364,0.309648231429677,NA,NA,NA
8.03927250725769,5.98970492361227,6.30702029696706,6.00948282946835,0.20652679048284,0.654473883299287,0.617113877454935,0.651950457637397
7.3677638015422,5.97323025157539,6.10909553494553,5.94458742436665,0.322318627859036,0.591327107499325,0.613981881228007,0.595696954684519
7.0062854561133,6.36208655411725,5.71240967412082,6.29868395045937,0.308711075244941,0.481922482672487,0.680615773759036,0.502970868220118
7.80117859622533,7.01050949592696,6.66473929479676,6.94507678937691,0.263212414397681,0.484617520941865,0.637909034170184,0.516506425347206
6.73124606611778,6.43000228649254,6.41942132712084,6.44706356838909,0.307636279511064,0.377809387797321,0.557142315518682,0.38399512309925
6.80827524970047,6.14772411201093,6.28494101425604,6.0624419063951,0.361127664465886,0.661026806403502,0.662221708197467,0.682282316029001
7.12789833631501,5.59730765245003,5.65420229753916,5.66963663193791,0.276160345275776,0.690573670326908,0.694590825784988,0.68449798890947
6.76891316628163,6.02691595726395,5.52118577634095,5.93198217229661,0.255381480412138,0.433743278348334,0.586915033631824,0.452270802926408
7.35097402883996,6.36098977098807,6.2922155071823,6.27951505346348,0.293874928674778,0.531233265410622,0.626287085319353,0.556885027156586
7.44926601237372,6.29815565730675,6.51892140470288,6.35121233831152,0.256592681208142,0.597825987149211,0.605861079125449,0.595525591462125
7.02018491225711,5.95165127575686,5.62510915578537,5.92239777735183,0.181956558211641,0.502455014899208,0.617094549236679,0.50867482916595
6.58687466811808,5.41614995654112,5.68641917448942,5.35944484907418,0.358849624639431,0.612894514815257,0.57075387333266,0.625001502907724
7.53372352262491,6.69879082525117,6.79026245692631,6.76299505853422,0.244901416525741,0.487698774273406,0.62583474037213,0.484873398908726
8.16250528594158,6.86151346835537,6.98060345194311,6.80586909822618,0.256890939945254,0.544273844238876,0.616870900183427,0.563267249260828
7.22168936812365,6.76036144464562,6.79155961170061,6.7043157739843,0.402319643006099,0.582513412638387,0.686811172027827,0.60023634245177
7.74187239642886,6.2422350784877,6.3722634491386,6.31109142730465,0.222363815957716,0.639942773960915,0.702806011862784,0.638471697778515
7.26852979472432,6.62036367317496,6.2956552443041,6.63392118278115,0.0900174821813568,0.475961691943869,0.648386512214466,0.481282714153077
7.44048052571542,7.44795060117747,6.96194092726433,7.44795060117747,0.087592575570283,NA,0.458535817097238,NA
7.63849965251534,5.86538497534617,6.53480605405137,5.94004770682802,0.354859662780046,0.680437856925763,0.685981260690451,0.683185917080554
7.50560554496793,6.68990238306865,6.41217632809284,6.63952040974793,0.3266847031856,0.537967713560275,0.622231977543726,0.553359373419777
7.62462096486814,7.81413750672747,6.56697734694371,7.81413750672747,0.254892448746066,NA,0.692419602429297,NA
7.3974266271444,6.8868888990012,7.15015999657818,6.87217865243609,0.258594750689001,0.436658315754771,0.550809209163827,0.439116800947005
7.14273412101784,6.29695877187291,5.95768093543924,6.33987405840813,0.321246264721035,0.521568074538957,0.658899363014974,0.521626309451145
6.47772336484381,6.15239867616581,6.16936381204138,6.15496408473919,0.387913634418277,0.47379253868079,0.569006183655715,0.475068300563861
7.41174145838034,5.93346807695975,6.31808148865151,5.9894522852543,0.160321706329985,0.61040872147138,0.592396784314977,0.603796584708246
7.35841902416494,6.21309713716236,5.90207261122985,6.13552843904093,0.177012704160323,0.580310006450764,0.641344462075709,0.593851149170852
