"mae.mymethod","mae.mymethodPen","corr.mymethod","corr.mymethodPen","Di","id.which","seed"
5.87057471703892,5.83050339047514,0.546988801127584,0.545810904477788,0.456250062062629,1,1172
6.42202281745512,6.7391336346235,0.450161023994821,0.41105739177389,0.837104750072115,2,5461
6.50354450677394,6.53791490721536,0.510072870012314,0.49343195582835,2.96267028664496,1,206
6.67141212530244,6.78563011706333,0.497783667719434,0.538715859944749,1.75612284227799,2,5546
6.30844030747599,6.66030110033647,0.475127159380728,0.479384086112802,0.787083134438507,1,9700
6.0484888617654,5.91728342933434,0.390663076430521,0.407710236472989,4.67569881302235,1,7917
6.14382578164097,6.14382578164097,0.420211626011319,0.420211626011319,1.2561373191304,1,5107
7.3661443975431,7.50796233664792,0.351362871605418,0.328999003334257,0.676241460827165,1,1106
7.8052153800713,7.7372391639874,0.368982493765254,0.361584834469355,0.456064952821849,1,1638
6.03089995428919,5.7058217412651,0.487762928036834,0.574936293048421,3.03003387079193,2,4046
6.65776376987541,6.65776376987541,0.40239109677522,0.40239109677522,2.12397371932284,2,8933
7.11074854577611,7.07432942153371,0.431990058275563,0.420478199479946,1.36849682950747,2,6220
7.28417335196425,7.68941733237285,0.511751219832795,0.422406040553316,0.955047526221963,2,1702
6.34067404538965,6.33257628680562,0.646696677499724,0.606953380956868,1.12854666850113,2,6693
6.9650920678857,7.20363937260546,0.423659554619981,0.357343484734514,2.90263838889409,2,872
6.32286515366467,6.32286515366467,0.469214731826518,0.469214731826518,7.42391724156072,1,6846
7.21448355834096,7.21448355834096,0.414132518836666,0.414132518836666,3.58460594476329,1,7806
7.10251369902743,7.10833889215481,0.421049467296838,0.419266901890747,1.6299159966116,2,6531
7.36025410091219,7.55788541251245,0.35092814552706,0.41616471022328,0.184061847849193,2,709
7.50152199388612,7.50152199388612,0.428146141336608,0.428146141336608,1.35781687894522,2,7331
6.28377437700991,6.50145932134586,0.27479553801312,0.331130632317594,8.79966273371648,2,1030
6.72599039285659,6.85546591698505,0.52627213460647,0.512443364663564,0.232617658338769,1,9141
6.32234308292294,6.32234308292294,0.458950675521357,0.458950675521356,0.931618528376221,2,958
7.35619708983741,8.41665782577917,0.399006318994061,0.35914237698408,0.613020094283806,2,8638
6.71523858427653,6.49355260119636,0.538711317160779,0.569774679315402,0.752173220992756,2,4639
7.05985474867164,7.13466501986501,0.404732400302692,0.401515758315995,5.01397749093427,1,7287
7.2516749871877,7.24670306453926,0.469770908427405,0.47327203745802,1.76416242735286,1,3541
7.17273427412813,7.1711533909055,0.485358637952924,0.487989785958179,0.394844250224085,1,750
6.61290117612949,6.69825792759379,0.441311574153887,0.455826128441803,2.53069006502929,2,4575
6.39474417546864,6.13598873787143,0.474466423128421,0.524616087689459,1.89834970306602,2,5016
6.65177017014469,6.63530929968116,0.366751271435916,0.412861803476565,0.471355897118245,2,2588
7.26642878305186,7.33966029976878,0.384465557499258,0.368998902409554,13.8697220729777,2,2545
7.05556364590961,6.84888152107099,0.312398731788642,0.331124377201019,7.49410125574744,2,6528
6.91664131138406,6.83367052212666,0.503554808238308,0.531499322255326,4.29210128388843,2,9144
7.64602429424481,7.65647703635859,0.34187056237484,0.338324863463181,0.675548434734064,2,3114
6.08164328657034,6.14238676619062,0.595915420618261,0.549948795945397,0.762726244344307,2,9258
6.05496873768039,6.04840525406569,0.493008256616257,0.534862257059189,2.3256119465748,1,1360
7.86071371090573,7.7218338475006,0.320628394216571,0.362464135741175,3.18605095061552,2,7265
7.12963181473525,7.18611435538356,0.350178327186641,0.311884695553599,3.72696027496732,2,9088
6.5422767730635,6.37086524241816,0.506951100020297,0.54002026895243,3.16577975404411,2,219
6.05041461864038,6.08985119695296,0.430675011126627,0.441163685042285,2.78474798625476,2,2116
6.29075114532376,6.32664037023438,0.453742784609614,0.481427808935575,1.95505008042318,2,3507
6.43904500832221,6.38015005743602,0.505307134379798,0.518456979085898,3.59653658435011,1,798
7.4847290670112,7.47821305872486,0.379235015207898,0.329426379619973,2.67691974869519,2,6405
6.73201513724796,6.87459923137495,0.416787753464374,0.43347162684981,3.58968961091452,1,7406
7.4649252253526,7.4649252253526,0.33282506947699,0.33282506947699,1.82406535621805,2,6780
6.73394829579338,6.99289617016723,0.356819505319664,0.419908659265607,2.60525585150227,2,9602
6.26320724961817,6.39414983418139,0.626187652615644,0.589888948101139,2.61364468253524,1,9742
7.75394380126569,8.16793140195926,0.3132715946525,0.449413331788667,3.37046332197129,2,4926
6.66034142630034,6.66204961524302,0.345299272945404,0.349378540836218,2.03243088002434,1,2152
