"mae.mymethod","mae.mymethodPen","corr.mymethod","corr.mymethodPen","Di","lambda.id","id.which","seed"
9.12698368732863,8.65652615978643,0.223937460383463,0.272165863084845,2.41573295030865,42,2,750
6.19521743639195,6.18096744184531,0.406320199162098,0.410628136561974,0.178973462762375,1,2,4926
7.19536207092951,8.27779044577763,0.419586668847965,0.3075159971708,0.34210407636231,51,2,2545
7.37143046095803,7.75692168022537,0.292747755989713,0.292656728244153,1.88867550680994,61,2,6528
7.21057603628568,7.19139906878669,0.28176582314075,0.366259728839366,11.354370835184,37,2,872
7.77666990632336,7.2693728910057,0.349208215474995,0.410823268487343,4.35288641894719,32,2,3507
6.29075837380441,6.36877906760801,0.446564409597654,0.435159738381202,0.243974023833242,16,2,9258
7.40574927425599,7.40698483212632,0.515638100862578,0.515577730353785,4.5980018123115,1,2,9742
7.03073285043496,6.94442550217686,0.314805413546558,0.390815107231637,0.0875260022413397,12,1,9700
7.79728771635343,7.62014989122081,0.164118700719145,0.202483474515123,4.18859704485207,36,2,7331
6.83752718525005,7.71040229250073,0.274797242381434,0.218149636353588,3.17763075755258,76,2,4046
5.74489085448032,5.75660114769224,0.494180190680171,0.491102495118961,2.98429142926561,1,1,2588
6.39829384530249,6.32626067802428,0.434589922237526,0.48427771079784,0.397946991417559,28,2,7917
6.49414275935366,6.47753745987124,0.538553150904234,0.558222683222874,3.93384987298438,16,2,709
7.0058609765859,6.88064723002492,0.281227627636075,0.411711845880046,1.29763448718596,42,2,219
7.03677782843998,7.1238091680579,0.353585928492106,0.358702580916371,0.132644214561775,62,2,1360
7.02507962722087,7.03573592848813,0.349452014884547,0.349346365131342,4.4603528325109,6,2,8933
6.11946893602328,6.51279996456601,0.395532676256579,0.369268708013352,0.287991820739962,43,2,798
6.79615796901951,7.25860648859786,0.50839412889427,0.442022469781614,2.81564927044586,56,1,5461
7.66268380687055,7.96876257718141,0.346013981393724,0.261526340564295,0.584373697954993,46,2,9141
9.1405246203651,9.19786118348445,0.0436657699086332,0.0486221860246163,0.587394470385314,12,1,5107
7.30118240977529,7.20975313601117,0.189294635697835,0.161576842702651,4.41516761198249,34,1,3114
7.30370163805957,7.3663194560743,0.393490423820194,0.382617597067097,2.54729839383291,28,1,9144
6.76751598477597,6.77166987573649,0.348529267962866,0.347791493842279,14.0914385678505,1,1,206
7.1457680027024,7.242191295631,0.448850686670683,0.434018556011924,0.150646877428656,13,1,3541
7.23699556841712,8.20497151320155,0.365185249611595,0.324623633104476,4.85381493571724,95,2,1172
7.88904548893373,7.73167263934056,0.333020737519394,0.364280056007504,0.109697847384525,15,2,7265
7.88634684215048,8.24567382516311,0.245048713348303,0.255463178179368,9.71555767062219,43,2,8638
7.67159893023814,7.60628984956935,0.366768676222274,0.433836177685799,3.84739479749705,89,1,1030
6.58191142058787,7.24629435285472,0.31158751548304,0.360793470463517,2.76085793516282,69,2,6846
6.66015313396616,6.67414957348061,0.389147516322586,0.388767442038502,2.19153866518273,6,1,6780
7.55828156131572,7.53735349812722,0.307353805048724,0.416923941944585,4.75830493668102,100,2,1638
6.80925541309479,6.7340572038246,0.424517541478495,0.447768862030127,1.1071467194616,55,2,6220
7.26665531813401,7.42089033345754,0.322394995497735,0.38365737636615,1.67962432353104,51,2,4639
7.39487991630922,7.45137423749154,0.0361493848257174,0.0310146032805009,0.65552650685647,3,1,7287
8.6976992199481,8.69426329646817,0.380731905098409,0.382296390171042,0.91975611349197,25,2,6531
6.8440364671483,7.37080744214671,0.43526904605599,0.398147832200183,3.16335436591606,35,2,1702
6.98791040080473,7.50629654233095,0.209912027656071,0.14011544273836,0.0620410127632356,100,1,5546
6.7474230205691,6.89285736033758,0.530605233893149,0.468303045185884,1.27789477008724,29,2,2152
6.83707936882331,6.98651752087473,0.431819595000951,0.510975578735442,11.0612632604858,80,2,1106
6.22552670099755,6.24822836371569,0.404211024382847,0.403010111532444,1.99675155673112,7,1,958
7.37990469735263,8.16901081535203,0.322601212104176,0.34364841504065,0.276236151965312,100,1,9602
6.75089483221384,7.12467843000054,0.392369905681377,0.304017059356351,1.61478147899485,34,2,6405
6.63779173799585,6.494380183458,0.372343653670955,0.402172480899549,0.373189005760247,17,2,5016
7.54050546254836,7.93795400029971,0.260599914157056,0.213083043746609,0.132332754958193,73,1,7806
7.43271330954032,7.36174332265366,0.309200948968775,0.314004495057706,1.69604850942233,18,2,7406
7.076858487106,7.06478095980384,0.289690492700672,0.29448181625908,3.4261143819252,6,1,2116
6.89119075677789,7.37482095460005,0.422209044086559,0.325225409870383,0.177913676219187,42,2,9088
6.95133203672628,6.60736153554194,0.389579832030122,0.53933449438978,0.262582041099159,73,2,6693
7.0787524355433,7.05836905775674,0.23542676963636,0.238778028644712,0.170910100426856,3,2,4575
