"mae.mymethod","mae.mymethodPen","corr.mymethod","corr.mymethodPen","Di","lambda.id","id.which","seed"
10.1840839051871,9.6874124496507,0.569021505860921,0.610699222619248,0.503180618537793,50,2,2545
10.7438252846441,10.235004288385,0.604341901705318,0.603384142651438,3.42835504406691,35,2,7917
9.80626020935008,9.72615473182779,0.601943286074221,0.620638055013437,1.70897633999583,25,1,750
10.5423558284644,10.2838931553849,0.55818575649663,0.563145042407338,2.01220171796869,33,2,219
9.21904543349507,9.28834195903946,0.603517131277371,0.613071444810406,0.0933470568370168,30,1,4046
11.2921451566717,9.42993979695085,0.611045579410691,0.73787329900451,2.90419757954605,72,2,6528
8.0579449985362,9.76356957095557,0.690648330376987,0.593380430800841,1.50226389994634,86,1,9141
8.89476904885346,9.86582065516697,0.597999777775617,0.543941983821521,0.386685377689955,62,1,709
8.91700092999373,8.955323151119,0.600681969403147,0.601801193739292,2.20652295176975,15,1,8638
9.32240401589085,8.86088281932605,0.581430285073914,0.604144123974382,0.35346848202672,67,2,9742
9.53299588623275,8.99457964636693,0.594618079146982,0.619829053792247,2.59732974057527,43,2,3114
10.0197395834592,9.10289309528075,0.57295052300107,0.653029590477264,0.850975494310775,50,2,5107
9.81653079749465,9.13176115467967,0.531042313802117,0.663142410306543,11.1900581814408,76,2,5461
10.4523356359792,8.79155547419722,0.567556281560233,0.691135309491667,2.7603670383992,87,2,7331
9.68570888871356,9.69695807179268,0.700731165277877,0.69869167671675,1.89869135036579,5,1,3507
9.93187148509733,10.2831917937099,0.565309662396651,0.515153602792208,3.05525253531296,28,1,9700
11.1254267157659,11.4495844102817,0.587534931934512,0.582491846943163,1.17909891245793,55,2,2588
8.95827735537613,8.70028980573611,0.487525687718211,0.594356718083123,2.51636034516286,100,2,872
10.4314355988889,9.03999383816004,0.548668680609973,0.669659465471812,2.00669268923309,100,1,5546
9.54765017615246,7.96668976176626,0.547000990361687,0.683807220342235,2.56652124672981,47,2,1360
10.7407146190772,9.98693126469618,0.52136932061393,0.580819054792108,0.105181828180415,67,2,4926
11.9293389602157,11.5775974029564,0.531589819979836,0.556998039444648,1.34644262737206,34,2,2152
9.13528835782025,9.39037571746113,0.745936990229369,0.735482084081252,4.28266636878177,35,1,8933
11.2588497891821,9.82408359448479,0.629960319148649,0.698232283125579,1.47010158324097,42,2,3541
10.1785432420819,9.43023612782935,0.683838173885839,0.682649204872316,1.08772053565385,40,2,206
8.66494872558669,8.46562251785324,0.623640286226116,0.644721276190978,1.19672400132131,71,1,9144
11.5600332890024,11.1874247258753,0.503448203158638,0.551927267195065,1.95162233724613,59,2,1638
9.17824007207822,9.60992317000469,0.701387476389707,0.65847912549615,3.56840702105408,33,1,1172
10.3733274537219,9.56450952314174,0.592286188449503,0.675699703153736,2.51417290280124,100,2,1702
9.92204319091442,9.97467739635499,0.70059836102535,0.692348241263918,0.935665445900056,11,1,6780
10.5370438413515,10.4389435001899,0.627970671023538,0.702174061462817,0.259154065181922,100,2,9258
9.74563524257403,9.85632327373746,0.684194327598874,0.679237915479374,1.09827825890777,52,1,4639
8.45820589312137,8.46494452711682,0.7117413481799,0.711471398992872,1.12944625535057,1,1,1030
7.83823882740573,7.83370634835204,0.72069266776874,0.720978585971445,3.7267146790643,1,1,6220
9.59776716385091,9.30618298647427,0.605032511477714,0.630274580833357,0.390568007495934,86,2,798
8.68250542400611,9.05382516422057,0.69383372346682,0.674422689797592,0.127989663233802,36,1,7265
11.0232364068218,9.69712925766494,0.473620333460176,0.676180867669875,0.266114084105666,69,2,6693
9.68403839047916,9.65606389330827,0.550155108694376,0.524237830893831,0.254712861041961,54,1,1106
8.24914487121855,8.82350875022384,0.665954675120782,0.626683778067815,1.66726812450513,46,1,958
9.08902588571815,9.39364499307408,0.614527776539912,0.634265678228075,15.6785072958612,84,1,6846
8.59511692562768,8.59853428343164,0.687119785302185,0.686911163431137,2.39814094574607,1,1,7806
9.19291949333306,9.90088160470146,0.548472931261961,0.47698254472118,1.87305545324207,54,1,7287
8.47761906733797,9.67130290841894,0.70674360334938,0.595984894373397,2.95431035658293,82,1,9602
10.2094378733189,9.11447801595243,0.629830250492438,0.686758570917958,0.256580571152596,53,2,7406
8.64689151851675,8.8875508806233,0.735791362337817,0.702205161735864,1.21910122409949,100,1,6405
10.8028384540973,10.6376628302188,0.492670359361006,0.47527070267349,0.103121331930968,76,1,2116
9.88928060961471,9.76884612279217,0.576457036209894,0.592107434610094,1.17190252861894,47,2,6531
10.5240885950563,10.5190725567313,0.599104992477271,0.608967225120339,0.496270541435198,38,1,4575
9.06664334206372,9.07204008565818,0.657374258681644,0.656997618719869,1.5980648763164,1,1,5016
8.85594412487816,8.66254983330968,0.753522187377927,0.754412577122324,1.00775404413946,19,1,9088
