"mae.mymethod","mae.mymethodPen","corr.mymethod","corr.mymethodPen","Di","id.which","seed"
9.56974002758391,9.05677499805783,0.630055431661154,0.667639858421641,2.38135304777609,2,7917
9.8164397547613,8.24348083679781,0.641238813226474,0.758190087842874,1.11853448379404,2,3507
7.99629735916029,7.92710297504691,0.734441183216909,0.738898162817658,1.2353056337172,1,9141
8.48293013782425,6.74789956390466,0.674019118596645,0.816412852129753,0.218865726291876,2,2545
8.08860154811573,7.11175496070694,0.754379149811419,0.814106764431859,0.376745630817971,2,3114
8.49449101363127,8.25977855021329,0.658149697789119,0.691978823163071,1.1032701302155,1,872
9.33027981372681,7.51947648851204,0.794360450488399,0.857818307231691,2.7847495530302,2,1360
7.73389079112763,7.73389079112763,0.601242596346959,0.601242596346959,2.699817348754,1,219
7.67734934697265,7.11865642177514,0.811044039864841,0.845182532417702,2.84291001149241,1,6528
9.07373334110098,7.6053935322175,0.697107453782991,0.785839202576882,3.46083949613794,2,7331
9.41042010478483,7.44820772605284,0.68576821231524,0.831468035158938,1.58861627646268,2,9700
7.54080850521791,7.54080850521791,0.760591915908705,0.760591915908705,1.62049642902766,1,750
8.96200331330613,7.98614216468862,0.703066875546181,0.737171781688616,0.728035202226255,2,4046
8.98672829433139,7.89581487318593,0.733278655056685,0.787142106997061,0.0805584941734693,2,4926
10.1636965702782,6.88716520377131,0.691081894811529,0.863328208451185,0.203096075791019,2,9144
8.33623173945707,8.08875224428705,0.703467969495063,0.730631996286617,0.180790175789349,1,709
10.0814969551054,8.27556502179421,0.563990383610154,0.741207169200407,3.8319248208189,2,5461
9.64527304265329,8.2649183007774,0.673268966359789,0.750258183244247,0.149577590987045,2,9742
8.68066340818257,8.3606086551751,0.718697863825662,0.702563000189229,0.464964336696908,2,2588
9.36534866294903,8.79798334239807,0.701628193577537,0.725028865587921,0.412601591678194,2,7265
8.40524109048201,6.78926701584181,0.744773181498985,0.841075056555552,1.40602626932338,2,5107
8.63640967685157,7.02767529670746,0.671620038795865,0.80115497871813,1.01207393343507,2,3541
8.55550553064338,8.16943454932021,0.793804303797153,0.81516560053217,0.660846406309711,1,8933
8.66252344351454,7.6256013473453,0.652206718891323,0.766567724401282,0.772187055309076,2,798
8.74427094570594,7.00407527721,0.729183964543779,0.8316223652762,1.143632262287,2,9088
8.90894603978846,7.86890467858467,0.651708365495833,0.733684569656833,2.24582533770585,2,1638
7.77068983685065,7.90021093298118,0.746142575049145,0.719600811982925,1.14718086638786,1,1172
9.88809815974336,7.94530234842197,0.634310311986544,0.761915534878833,0.18645691848606,2,9258
8.72337181860677,8.2841131423061,0.639712037955516,0.677848690202458,0.21611288925752,1,1030
8.63655096741803,8.00490879965251,0.747241107301626,0.783155255899867,0.279032093931168,2,206
8.49083288219195,7.03686985290809,0.690307353062161,0.794044413046169,2.03556753546327,2,5546
9.17115492756279,7.8622250232275,0.660489399122742,0.776899992011785,0.93343660525321,2,6846
8.23641199735506,7.30727507194992,0.633236561617848,0.715951405819948,2.00551270195417,2,8638
9.41841465980953,6.59360927567519,0.720424740192833,0.857299837160333,2.24922985383272,2,6220
9.62389538343776,7.8847930688646,0.627901975482764,0.751480976146683,1.23812408748492,2,4575
9.18958314192115,8.05290761341975,0.717803647590995,0.792056318876805,0.288911604217324,2,4639
9.1029352044173,6.85837063800525,0.67124600307347,0.829235416723171,1.56074337771481,2,7287
9.49908568160226,7.49617254672473,0.651926031300517,0.793191680506947,2.38258883957672,2,2152
8.19772637075965,8.31777239686172,0.645093405210977,0.635528646902965,0.198674271120353,1,7406
8.48998826914477,6.61723198424483,0.571486780774635,0.771286282610738,1.60244743710277,2,7806
9.36717939495704,8.8680317266194,0.714686377688266,0.755971217072362,2.12084914854705,1,2116
9.75469763324237,7.86765581259472,0.710105268523931,0.816801721913249,1.05088575939377,2,6780
9.07709358729002,7.68069679958298,0.706157777962573,0.793927760502887,1.42954513489769,1,1702
8.00058474542891,6.62357662452004,0.759572308149167,0.825880781734671,0.432213556222917,2,6405
7.83130247487333,6.70112211600195,0.74566328210584,0.825097252280201,1.60311112577236,2,9602
8.16370628066616,9.53815598974792,0.769244075452845,0.703169480206131,1.25432499790805,1,1106
8.07727375722706,6.83644230724622,0.654055906539127,0.782953873384761,0.382473102384761,2,6693
7.99358291048703,7.85573447614545,0.791882264806712,0.805305281231184,0.883141968436706,1,5016
8.73280949575063,7.52852335738805,0.697307729989029,0.808045161442472,1.55280681806934,2,6531
7.14563134231149,6.53663275632337,0.766989678802368,0.793973813898896,0.551352826821671,2,958
